# scripturl01 :: http://climexp.knmi.nl/getindices.cgi?NPERYEAR=366&STATION=precipitationdeficit&TYPE=i&WMO=KNMIData/nt_nl&id=someone@somewhere
# Precipitation_deficit [mm] cumulative potential evaporation minus precipitation in the Netherlands
# starts 1 April, set to zero when negative, ends 30 September (available for the Dutch growing season).
# institution :: KNMI
# contact :: jules.beersma@knmi.nl
# source :: https://www.knmi.nl/nederland-nu/klimatologie/geografische-overzichten/neerslagtekort_droogte
#
# Dagelijks neerslagtekort NL (1 apr t/m 30 sep) vanaf 1906 t/m het lopende groeiseizoen
#  t/m  2000 op basis van P13 en Makkink verdamping De Bilt geschat uit zonneschijnduur
# vanaf 2001 op basis van P13 (incl correcties T. Brandsma voor De Kooy en Hoorn in de periode 2012-2017) en EV24-13
# (c) KNMI, 2024, Jules Beersma
19060927	132.8												
19060928	134.6												
19060929	136.7												
19060930	136.9												
19070401	2.8												
19070402	5.6												
19070403	8.1												
19070404	9												
19070405	10.9												
19070406	11.5												
19070407	6.9												
19070408	4.3												
19070409	2.1												
19070410	2.6												
19070411	0.2												
19070412	2.7												
19070413	3.3												
19070414	5.8												
19070415	8.3												
19070416	9.6												
19070417	12.1												
19070418	13.3												
19070419	13.6												
19070420	15.6												
19070421	16.4												
19070422	12.7												
19070423	13.5												
19070424	13.3												
19070425	14.4												
19070426	15.2												
19070427	15.6												
19070428	16.7												
19070429	16.8												
19070430	14												
19070501	8.5												
19070502	5.9												
19070503	2.3												
19070504	0												
19070505	3												
19070506	5.2												
19070507	4.2												
19070508	7												
19070509	7.7												
19070510	11.6												
19070511	16.2												
19070512	21												
19070513	24.4												
19070514	21.6												
19070515	23.1												
19070516	24.5												
19070517	25.7												
19070518	24												
19070519	25.6												
19070520	26.5												
19070521	26.1												
19070522	29.2												
19070523	31.2												
19070524	31.6												
19070525	32.1												
19070526	34.7												
19070527	36.4												
19070528	38.8												
19070529	41.7												
19070530	45.1												
19070531	46.6												
19070601	38.4												
19070602	27.8												
19070603	25.9												
19070604	25												
19070605	26.5												
19070606	20.3												
19070607	20.4												
19070608	23.2												
19070609	27.7												
19070610	29												
19070611	31.2												
19070612	31.2												
19070613	28.9												
19070614	30.8												
19070615	31.3												
19070616	23.2												
19070617	24.4												
19070618	26.6												
19070619	28.7												
19070620	32												
19070621	32.8												
19070622	34.2												
19070623	37.1												
19070624	36.8												
19070625	30.8												
19070626	24.5												
19070627	25.7												
19070628	28.4												
19070629	27.4												
19070630	20.6												
19070701	20.5												
19070702	20.8												
19070703	23												
19070704	23.1												
19070705	20.1												
19070706	23.6												
19070707	24.9												
19070708	26.2												
19070709	27.5												
19070710	26.2												
19070711	22.6												
19070712	24.7												
19070713	27.7												
19070714	32.1												
19070715	36.7												
19070716	39.4												
19070717	40.4												
19070718	41.9												
19070719	45												
19070720	48												
19070721	50.8												
19070722	52.1												
19070723	53.3												
19070724	52.5												
19070725	56.6												
19070726	59.4												
19070727	60.3												
19070728	60.6												
19070729	61.1												
19070730	61.7												
19070731	60.6												
19070801	59.7												
19070802	62.4												
19070803	62.9												
19070804	63.3												
19070805	65.3												
19070806	64.2												
19070807	65.2												
19070808	65.5												
19070809	66.4												
19070810	67.1												
19070811	69												
19070812	71.8												
19070813	74.1												
19070814	76.2												
19070815	78												
19070816	73.8												
19070817	73.3												
19070818	72.4												
19070819	69												
19070820	69.6												
19070821	68.4												
19070822	69.3												
19070823	70.2												
19070824	70.3												
19070825	73.5												
19070826	73.6												
19070827	72.8												
19070828	75.7												
19070829	77.9												
19070830	78.6												
19070831	81.1												
19070901	82.1												
19070902	83.2												
19070903	76.9												
19070904	71.3												
19070905	70.5												
19070906	70.8												
19070907	70												
19070908	71.7												
19070909	74.3												
19070910	77.2												
19070911	79.9												
19070912	82.7												
19070913	85.1												
19070914	85.4												
19070915	86.5												
19070916	88.5												
19070917	89.8												
19070918	91.8												
19070919	94.3												
19070920	96.3												
19070921	97.2												
19070922	98.1												
19070923	100.3												
19070924	102.4												
19070925	104.5												
19070926	106.7												
19070927	109												
19070928	110.9												
19070929	112.2												
19070930	113.8												
19080401	1.6												
19080402	2.3												
19080403	2.6												
19080404	1.7												
19080405	1.2												
19080406	0.5												
19080407	2.9												
19080408	5.3												
19080409	7.1												
19080410	6.6												
19080411	7												
19080412	8.9												
19080413	9.6												
19080414	8.6												
19080415	10.3												
19080416	13.4												
19080417	16.4												
19080418	16.7												
19080419	16.9												
19080420	16.1												
19080421	16.3												
19080422	16.3												
19080423	16.9												
19080424	13.7												
19080425	13.5												
19080426	14												
19080427	14.4												
19080428	14.5												
19080429	13.8												
19080430	15.7												
19080501	11.5												
19080502	13.2												
19080503	16.2												
19080504	17.3												
19080505	17.4												
19080506	17.2												
19080507	17.3												
19080508	14.8												
19080509	15												
19080510	17												
19080511	19.9												
19080512	20.6												
19080513	22.6												
19080514	24.3												
19080515	26.9												
19080516	22.1												
19080517	23.6												
19080518	27.8												
19080519	31.2												
19080520	35.1												
19080521	38.4												
19080522	29												
19080523	30.1												
19080524	30.9												
19080525	30												
19080526	28.3												
19080527	32.7												
19080528	35.9												
19080529	38.9												
19080530	37.8												
19080531	37.1												
19080601	41.2												
19080602	41.5												
19080603	46.7												
19080604	50												
19080605	47.1												
19080606	44												
19080607	43												
19080608	44.6												
19080609	46.5												
19080610	47.4												
19080611	50.9												
19080612	52.5												
19080613	47.1												
19080614	48.6												
19080615	51.5												
19080616	53.8												
19080617	45.6												
19080618	43.9												
19080619	39.6												
19080620	44.3												
19080621	48.9												
19080622	51.9												
19080623	56.3												
19080624	59.7												
19080625	62.7												
19080626	65.8												
19080627	69												
19080628	72.7												
19080629	77.2												
19080630	81.9												
19080701	87												
19080702	92.3												
19080703	94.1												
19080704	96.7												
19080705	98.3												
19080706	102.3												
19080707	104.2												
19080708	104.9												
19080709	98.8												
19080710	93.8												
19080711	94.9												
19080712	97.9												
19080713	93.1												
19080714	92.8												
19080715	92												
19080716	87.9												
19080717	75.2												
19080718	73.8												
19080719	75.4												
19080720	77.9												
19080721	79												
19080722	81.6												
19080723	85.9												
19080724	90.1												
19080725	94.2												
19080726	98												
19080727	102												
19080728	102.4												
19080729	101.1												
19080730	104.8												
19080731	107.2												
19080801	109												
19080802	111.6												
19080803	115.3												
19080804	117.6												
19080805	115.8												
19080806	113												
19080807	113.3												
19080808	116.8												
19080809	118.4												
19080810	122.5												
19080811	125.7												
19080812	121.7												
19080813	118.5												
19080814	105.2												
19080815	104.3												
19080816	108.1												
19080817	108.9												
19080818	108.4												
19080819	111.4												
19080820	114.7												
19080821	115.2												
19080822	117.6												
19080823	113.9												
19080824	101												
19080825	100.6												
19080826	98.9												
19080827	98.2												
19080828	98.1												
19080829	91.4												
19080830	91.4												
19080831	88.8												
19080901	86.3												
19080902	76.3												
19080903	72.1												
19080904	68.7												
19080905	66.6												
19080906	68												
19080907	70.2												
19080908	73.2												
19080909	75.6												
19080910	75.3												
19080911	75.9												
19080912	73.7												
19080913	72.6												
19080914	72.6												
19080915	74.8												
19080916	76.2												
19080917	76.4												
19080918	78.7												
19080919	81.4												
19080920	84.3												
19080921	86.7												
19080922	87.7												
19080923	89												
19080924	89.7												
19080925	90.2												
19080926	90.5												
19080927	88.4												
19080928	88.3												
19080929	88.8												
19080930	91.2												
19090401	0												
19090402	1.4												
19090403	2.3												
19090404	4.8												
19090405	7.5												
19090406	10.4												
19090407	13.3												
19090408	16.2												
19090409	18.8												
19090410	20.3												
19090411	23.1												
19090412	23.5												
19090413	22.2												
19090414	18.3												
19090415	19.9												
19090416	21.7												
19090417	22.3												
19090418	24												
19090419	27.5												
19090420	24.5												
19090421	25.1												
19090422	28.3												
19090423	27.2												
19090424	28.6												
19090425	16.2												
19090426	18.6												
19090427	16.5												
19090428	18.2												
19090429	17.7												
19090430	6.2												
19090501	4.2												
19090502	2.6												
19090503	5.1												
19090504	9												
19090505	13.1												
19090506	17.1												
19090507	21												
19090508	24.8												
19090509	27.5												
19090510	29.9												
19090511	31.7												
19090512	33.8												
19090513	35.7												
19090514	37.3												
19090515	37.3												
19090516	39.7												
19090517	34.3												
19090518	36.9												
19090519	40.2												
19090520	44.7												
19090521	49.6												
19090522	54.2												
19090523	58.8												
19090524	63.5												
19090525	66.4												
19090526	58.5												
19090527	60.6												
19090528	63.5												
19090529	65.2												
19090530	67.6												
19090531	71.4												
19090601	76.4												
19090602	77.1												
19090603	76.1												
19090604	76.2												
19090605	73.9												
19090606	72.1												
19090607	74.6												
19090608	78.2												
19090609	82.1												
19090610	84												
19090611	87.4												
19090612	89.7												
19090613	90.2												
19090614	89.1												
19090615	90												
19090616	94.6												
19090617	97.1												
19090618	99												
19090619	101.1												
19090620	102.2												
19090621	105.2												
19090622	104.9												
19090623	104.1												
19090624	103.8												
19090625	100.8												
19090626	96.4												
19090627	95.7												
19090628	95.2												
19090629	95.6												
19090630	94.8												
19090701	95.3												
19090702	98												
19090703	102.3												
19090704	102.5												
19090705	99												
19090706	99.6												
19090707	92												
19090708	85.8												
19090709	75.6												
19090710	74.2												
19090711	73.9												
19090712	74.3												
19090713	76												
19090714	78.7												
19090715	80.5												
19090716	81.2												
19090717	78.5												
19090718	81												
19090719	84.3												
19090720	87.5												
19090721	89.2												
19090722	89.2												
19090723	91.5												
19090724	92.2												
19090725	94.6												
19090726	96.3												
19090727	98.4												
19090728	89.9												
19090729	87.3												
19090730	85.1												
19090731	78.8												
19090801	71.6												
19090802	66.2												
19090803	58.4												
19090804	60												
19090805	64.2												
19090806	68.7												
19090807	73												
19090808	76.9												
19090809	80.7												
19090810	82.5												
19090811	86												
19090812	89.5												
19090813	90.4												
19090814	91.9												
19090815	94.3												
19090816	97.7												
19090817	93.3												
19090818	94.3												
19090819	91.4												
19090820	91.7												
19090821	86.7												
19090822	75.6												
19090823	74.7												
19090824	73												
19090825	50.3												
19090826	47.2												
19090827	49.2												
19090828	52.5												
19090829	55.7												
19090830	56.5												
19090831	51.4												
19090901	46.4												
19090902	42												
19090903	44.6												
19090904	44.8												
19090905	35.5												
19090906	36												
19090907	34.1												
19090908	33.9												
19090909	36.3												
19090910	38.8												
19090911	41.2												
19090912	37.7												
19090913	36.7												
19090914	38.3												
19090915	38.7												
19090916	39.6												
19090917	40.9												
19090918	42												
19090919	40.9												
19090920	35												
19090921	32.5												
19090922	34.8												
19090923	36.5												
19090924	37.4												
19090925	38.2												
19090926	32.5												
19090927	31.1												
19090928	31.9												
19090929	30.2												
19090930	31.6												
19100401	2.5												
19100402	5.2												
19100403	7.8												
19100404	8.6												
19100405	10.5												
19100406	12.2												
19100407	13.1												
19100408	13.5												
19100409	13.8												
19100410	15.3												
19100411	18.1												
19100412	20.1												
19100413	21.1												
19100414	19.7												
19100415	17.9												
19100416	19.2												
19100417	19.6												
19100418	22.2												
19100419	21.6												
19100420	16.2												
19100421	15.7												
19100422	15.7												
19100423	17.4												
19100424	14.9												
19100425	12.1												
19100426	8.4												
19100427	8.3												
19100428	9.2												
19100429	9.6												
19100430	10.5												
19100501	10.5												
19100502	12.2												
19100503	13.9												
19100504	14.8												
19100505	12.4												
19100506	11.5												
19100507	9.1												
19100508	8.9												
19100509	9.5												
19100510	7.7												
19100511	5.3												
19100512	6.7												
19100513	10.3												
19100514	12.9												
19100515	14.1												
19100516	12.6												
19100517	15.2												
19100518	15.5												
19100519	14.9												
19100520	19.4												
19100521	23.8												
19100522	28.8												
19100523	33.3												
19100524	37.7												
19100525	41.3												
19100526	46												
19100527	47.9												
19100528	50.3												
19100529	49.2												
19100530	49.9												
19100531	51.4												
19100601	51.2												
19100602	51.7												
19100603	53.4												
19100604	54.9												
19100605	56.8												
19100606	60.7												
19100607	64.8												
19100608	62.2												
19100609	56.6												
19100610	58.6												
19100611	59.4												
19100612	56.9												
19100613	58.3												
19100614	60.2												
19100615	60.9												
19100616	62.8												
19100617	66												
19100618	71.1												
19100619	75.2												
19100620	79.9												
19100621	84.3												
19100622	83.7												
19100623	85.4												
19100624	87.4												
19100625	84.3												
19100626	77.2												
19100627	78.4												
19100628	74.4												
19100629	72.2												
19100630	73.9												
19100701	67												
19100702	66.5												
19100703	62.6												
19100704	60.1												
19100705	60.9												
19100706	60.9												
19100707	56												
19100708	55.8												
19100709	56.9												
19100710	57.4												
19100711	61.2												
19100712	64.6												
19100713	66.7												
19100714	67.1												
19100715	70.3												
19100716	74.9												
19100717	77.6												
19100718	70												
19100719	64.5												
19100720	65.8												
19100721	57.7												
19100722	50.1												
19100723	46.8												
19100724	46.5												
19100725	43.1												
19100726	30.6												
19100727	24.2												
19100728	27												
19100729	29												
19100730	30.1												
19100731	25.3												
19100801	23.1												
19100802	25.7												
19100803	27												
19100804	27.1												
19100805	21.7												
19100806	23.9												
19100807	26.2												
19100808	27.7												
19100809	31.3												
19100810	35.7												
19100811	38.8												
19100812	39.6												
19100813	39.4												
19100814	43.1												
19100815	46.1												
19100816	49.5												
19100817	52.7												
19100818	55.8												
19100819	57.6												
19100820	56.4												
19100821	59.5												
19100822	60.9												
19100823	58.4												
19100824	56.9												
19100825	59.2												
19100826	61.1												
19100827	57.6												
19100828	60.2												
19100829	61.9												
19100830	64.4												
19100831	66.1												
19100901	67.4												
19100902	67.2												
19100903	66.4												
19100904	62.8												
19100905	53.3												
19100906	50.1												
19100907	50.8												
19100908	50.2												
19100909	52.3												
19100910	51												
19100911	51												
19100912	51.2												
19100913	46.5												
19100914	30.6												
19100915	33												
19100916	35.4												
19100917	36.5												
19100918	37.8												
19100919	40												
19100920	42.1												
19100921	41.4												
19100922	42.6												
19100923	43.6												
19100924	44.5												
19100925	45.9												
19100926	48.1												
19100927	49.6												
19100928	51.2												
19100929	53.4												
19100930	49.2												
19110401	1.6												
19110402	1.3												
19110403	2.3												
19110404	3.9												
19110405	4.3												
19110406	6.1												
19110407	8.3												
19110408	10												
19110409	10.8												
19110410	10.8												
19110411	12.4												
19110412	13												
19110413	15.1												
19110414	17.4												
19110415	20.4												
19110416	22.7												
19110417	25.2												
19110418	27.9												
19110419	29.1												
19110420	32.2												
19110421	34.2												
19110422	36.4												
19110423	38.1												
19110424	41.2												
19110425	42.6												
19110426	43.8												
19110427	39.4												
19110428	32.6												
19110429	30												
19110430	30.6												
19110501	32.4												
19110502	33.8												
19110503	34.8												
19110504	30.5												
19110505	32.5												
19110506	35.9												
19110507	39.6												
19110508	43.7												
19110509	47.8												
19110510	51.1												
19110511	55												
19110512	56												
19110513	53.9												
19110514	50.7												
19110515	51.9												
19110516	55.1												
19110517	57.1												
19110518	59.8												
19110519	60.5												
19110520	62.6												
19110521	64.8												
19110522	66.7												
19110523	68.1												
19110524	68.3												
19110525	70.8												
19110526	73.3												
19110527	78.2												
19110528	81.6												
19110529	86.1												
19110530	87.1												
19110531	90.7												
19110601	95.8												
19110602	100.6												
19110603	103.5												
19110604	99.5												
19110605	102.8												
19110606	107.7												
19110607	111.3												
19110608	114.5												
19110609	115.5												
19110610	118.1												
19110611	121.4												
19110612	124.9												
19110613	123.7												
19110614	126.1												
19110615	123												
19110616	126.1												
19110617	126.8												
19110618	127.8												
19110619	128.1												
19110620	115.9												
19110621	115.9												
19110622	118.7												
19110623	118.5												
19110624	112.2												
19110625	113.1												
19110626	111.8												
19110627	111.8												
19110628	114												
19110629	114.5												
19110630	111.4												
19110701	110.1												
19110702	110.6												
19110703	109.8												
19110704	113.2												
19110705	116.5												
19110706	121.5												
19110707	126.5												
19110708	131.1												
19110709	133.7												
19110710	138.6												
19110711	143.6												
19110712	147												
19110713	150.2												
19110714	154.4												
19110715	156.1												
19110716	158												
19110717	158.6												
19110718	159.9												
19110719	164												
19110720	167.3												
19110721	171.8												
19110722	176.5												
19110723	180.9												
19110724	184.8												
19110725	186.7												
19110726	189.4												
19110727	194.2												
19110728	198.2												
19110729	199.7												
19110730	204.2												
19110731	204.3												
19110801	207.8												
19110802	210.6												
19110803	212.8												
19110804	216.3												
19110805	219.2												
19110806	217.6												
19110807	221.6												
19110808	226.4												
19110809	231.3												
19110810	236.3												
19110811	240.9												
19110812	244.9												
19110813	249.5												
19110814	253.9												
19110815	255.9												
19110816	257.1												
19110817	259												
19110818	261.1												
19110819	264.1												
19110820	267.6												
19110821	269.1												
19110822	268.7												
19110823	271.1												
19110824	274.2												
19110825	275.5												
19110826	277.3												
19110827	279.9												
19110828	283.7												
19110829	286.2												
19110830	287.5												
19110831	290.7												
19110901	293.8												
19110902	297.3												
19110903	300.4												
19110904	303.3												
19110905	303.9												
19110906	307.1												
19110907	310.3												
19110908	313.5												
19110909	315.3												
19110910	318.1												
19110911	320.8												
19110912	323.8												
19110913	325.5												
19110914	321.7												
19110915	322.6												
19110916	322.9												
19110917	324.2												
19110918	326.2												
19110919	327												
19110920	328.1												
19110921	319.1												
19110922	316												
19110923	318												
19110924	318.1												
19110925	318.9												
19110926	319.9												
19110927	319.8												
19110928	314.3												
19110929	312.7												
19110930	306.3												
19120401	0.8												
19120402	1.5												
19120403	2.8												
19120404	4.2												
19120405	0.3												
19120406	0												
19120407	2.2												
19120408	2.8												
19120409	2.3												
19120410	0												
19120411	0												
19120412	0												
19120413	1.6												
19120414	2.3												
19120415	5.1												
19120416	8.2												
19120417	11.4												
19120418	14.6												
19120419	17.6												
19120420	20.3												
19120421	24.3												
19120422	28.2												
19120423	31.9												
19120424	35.7												
19120425	39.5												
19120426	43.3												
19120427	46.8												
19120428	48.1												
19120429	49.3												
19120430	51.8												
19120501	54.5												
19120502	57.5												
19120503	58.5												
19120504	59.3												
19120505	61.8												
19120506	63.9												
19120507	63.5												
19120508	60.7												
19120509	61.7												
19120510	63.5												
19120511	65.5												
19120512	67.9												
19120513	66.9												
19120514	70.5												
19120515	71.9												
19120516	68.7												
19120517	66												
19120518	65.8												
19120519	69												
19120520	71.1												
19120521	71												
19120522	74.1												
19120523	72.1												
19120524	73.5												
19120525	74.4												
19120526	76.8												
19120527	78.2												
19120528	79												
19120529	82.2												
19120530	85.2												
19120531	88.9												
19120601	91.9												
19120602	91.1												
19120603	82.5												
19120604	80.5												
19120605	74.7												
19120606	74.1												
19120607	75												
19120608	75.6												
19120609	78												
19120610	79.5												
19120611	78.2												
19120612	81.2												
19120613	82.8												
19120614	81.3												
19120615	78.7												
19120616	71.5												
19120617	67.9												
19120618	65												
19120619	67.1												
19120620	64.7												
19120621	66.6												
19120622	71.4												
19120623	75.9												
19120624	78.4												
19120625	80.8												
19120626	80.2												
19120627	82.6												
19120628	87												
19120629	85.1												
19120630	83.3												
19120701	82.5												
19120702	81.1												
19120703	81.2												
19120704	83.2												
19120705	87.7												
19120706	91.8												
19120707	95.4												
19120708	97.5												
19120709	100.8												
19120710	103												
19120711	107.2												
19120712	112.2												
19120713	117.1												
19120714	122												
19120715	126.8												
19120716	131.6												
19120717	136.3												
19120718	138												
19120719	140.4												
19120720	139.3												
19120721	141.9												
19120722	143.2												
19120723	141.5												
19120724	145												
19120725	147.5												
19120726	140.2												
19120727	142.9												
19120728	145.7												
19120729	148.1												
19120730	146.4												
19120731	145.9												
19120801	147.2												
19120802	148.8												
19120803	151.4												
19120804	153												
19120805	149.9												
19120806	151.7												
19120807	152.5												
19120808	153												
19120809	151.1												
19120810	145.5												
19120811	143.3												
19120812	141.6												
19120813	139.4												
19120814	137.3												
19120815	132.8												
19120816	127												
19120817	127.5												
19120818	128.4												
19120819	128.4												
19120820	130.2												
19120821	128												
19120822	121.4												
19120823	118.9												
19120824	95.5												
19120825	86.8												
19120826	83.5												
19120827	65.2												
19120828	62.1												
19120829	63.7												
19120830	58												
19120831	56.3												
19120901	56.9												
19120902	52.6												
19120903	44.3												
19120904	45.2												
19120905	41.2												
19120906	37												
19120907	28.3												
19120908	21.9												
19120909	16.9												
19120910	8												
19120911	0												
19120912	0												
19120913	1.4												
19120914	2												
19120915	2.7												
19120916	3.6												
19120917	4.1												
19120918	4.9												
19120919	6.1												
19120920	8												
19120921	10												
19120922	12												
19120923	14.1												
19120924	15.9												
19120925	16.7												
19120926	18.3												
19120927	19.8												
19120928	21.7												
19120929	22.1												
19120930	19.5												
19130401	0.4												
19130402	1.8												
19130403	2.4												
19130404	1.4												
19130405	3.8												
19130406	5.5												
19130407	7.4												
19130408	9												
19130409	11.1												
19130410	10												
19130411	8.6												
19130412	8.4												
19130413	9.6												
19130414	11.6												
19130415	12.5												
19130416	12.9												
19130417	10.8												
19130418	10.9												
19130419	8.8												
19130420	9.2												
19130421	10.8												
19130422	14												
19130423	16.9												
19130424	20.4												
19130425	22.6												
19130426	23.8												
19130427	27.6												
19130428	31.6												
19130429	35												
19130430	37.6												
19130501	35.8												
19130502	34.8												
19130503	36.9												
19130504	38.3												
19130505	33.1												
19130506	33.5												
19130507	32.7												
19130508	33.8												
19130509	35.4												
19130510	33												
19130511	24.2												
19130512	27.6												
19130513	31												
19130514	33.1												
19130515	36.4												
19130516	40.5												
19130517	43.2												
19130518	44.4												
19130519	45.2												
19130520	46.7												
19130521	48.3												
19130522	47												
19130523	47.3												
19130524	47.7												
19130525	51.4												
19130526	56.1												
19130527	59.6												
19130528	56.6												
19130529	59.7												
19130530	61.3												
19130531	56.2												
19130601	53.8												
19130602	43.6												
19130603	47.3												
19130604	49.7												
19130605	36.1												
19130606	29.2												
19130607	26.3												
19130608	27.5												
19130609	28.5												
19130610	26.3												
19130611	24.2												
19130612	24.7												
19130613	26.2												
19130614	30.3												
19130615	34.7												
19130616	39.8												
19130617	44.2												
19130618	46.9												
19130619	46.9												
19130620	48.4												
19130621	42.3												
19130622	43.8												
19130623	46.4												
19130624	42.7												
19130625	41.7												
19130626	39.9												
19130627	40.9												
19130628	40.5												
19130629	41.1												
19130630	41.4												
19130701	42												
19130702	43.2												
19130703	43.7												
19130704	44.8												
19130705	45.8												
19130706	43.5												
19130707	40.4												
19130708	41.8												
19130709	41.4												
19130710	41.1												
19130711	44.1												
19130712	48.2												
19130713	51.6												
19130714	55.2												
19130715	43.4												
19130716	30.9												
19130717	32.7												
19130718	32.2												
19130719	28.6												
19130720	23.9												
19130721	25.4												
19130722	22.7												
19130723	10.3												
19130724	12.2												
19130725	15.8												
19130726	18.7												
19130727	20.1												
19130728	22.3												
19130729	23.8												
19130730	27.8												
19130731	32.4												
19130801	36.3												
19130802	38.1												
19130803	40.9												
19130804	42.7												
19130805	44.4												
19130806	46.6												
19130807	46.4												
19130808	47.4												
19130809	48.9												
19130810	50.1												
19130811	46.9												
19130812	44.2												
19130813	44.8												
19130814	41.1												
19130815	43.8												
19130816	45.2												
19130817	48												
19130818	48.9												
19130819	49.8												
19130820	51.1												
19130821	53.4												
19130822	55												
19130823	58.4												
19130824	60.8												
19130825	64.3												
19130826	68												
19130827	71.2												
19130828	74.8												
19130829	78.4												
19130830	79.8												
19130831	81.3												
19130901	77.7												
19130902	76.2												
19130903	77.3												
19130904	79.3												
19130905	80												
19130906	82.5												
19130907	85.5												
19130908	88.8												
19130909	90.5												
19130910	88.8												
19130911	89.6												
19130912	92.2												
19130913	94.7												
19130914	95.7												
19130915	89.2												
19130916	91												
19130917	90.8												
19130918	87.1												
19130919	87.6												
19130920	88												
19130921	86.1												
19130922	84												
19130923	82												
19130924	83.9												
19130925	85.8												
19130926	87.4												
19130927	89.7												
19130928	92.1												
19130929	94.5												
19130930	96.8												
19140401	2.3												
19140402	3.8												
19140403	4.1												
19140404	4.1												
19140405	4.3												
19140406	0												
19140407	0												
19140408	0												
19140409	1.3												
19140410	0.4												
19140411	1.4												
19140412	2.5												
19140413	5.3												
19140414	7												
19140415	8.2												
19140416	11.3												
19140417	14.6												
19140418	17.9												
19140419	21.5												
19140420	25.2												
19140421	28.8												
19140422	31.7												
19140423	33.5												
19140424	33.8												
19140425	35.4												
19140426	37.7												
19140427	40												
19140428	42.7												
19140429	46.6												
19140430	48												
19140501	48.9												
19140502	51.5												
19140503	55.1												
